crop,year,rep,trt,plot,herbicide,species,injury,weight,weightkg,ndvi,cover1,cover
soybean,2014,3,3,301,Valor,winter rye,0.01,9.7,2036.8,0.414,34.65,0.35
soybean,2014,4,3,408,Valor,winter rye,15,3.46,726.5,0.343,22.39,0.22
soybean,2014,1,4,103,Sencor,winter rye,0.01,3.8,797.9,0.278,19.97,0.2
soybean,2014,2,4,212,Sencor,winter rye,0.01,12.02,2524,0.462,42.41,0.42
soybean,2014,3,4,315,Sencor,winter rye,0.01,3.96,831.5,0.395,29.53,0.3
soybean,2014,4,4,413,Sencor,winter rye,0.01,6.63,1392.2,0.345,22.69,0.23
soybean,2014,1,5,115,Classic,winter rye,0.01,7.3,1532.9,0.442,43.2,0.43
soybean,2014,2,5,214,Classic,winter rye,0.01,8.2,1721.9,0.472,40.71,0.41
soybean,2014,3,5,311,Classic,winter rye,0.01,3,629.9,0.371,26.61,0.27
soybean,2014,4,5,409,Classic,winter rye,0.01,5.08,1066.7,0.375,24.51,0.25
soybean,2014,1,6,107,AuthorityMTZ,winter rye,0.01,3.31,695,0.318,26.69,0.27
soybean,2014,2,6,208,AuthorityMTZ,winter rye,0.01,5.67,1190.6,0.448,43.04,0.43
soybean,2014,3,6,304,AuthorityMTZ,winter rye,0.01,2.6,546,0.389,25.04,0.25
soybean,2014,4,6,415,AuthorityMTZ,winter rye,0.01,5.23,1098.2,0.293,18.47,0.18
soybean,2014,1,7,111,Gangster,winter rye,0.01,3.98,835.7,0.394,35.57,0.36
soybean,2014,2,7,207,Gangster,winter rye,0.01,15.75,3307.2,0.515,44.36,0.44
soybean,2014,3,7,302,Gangster,winter rye,0.01,6.19,1299.8,0.428,30.6,0.31
soybean,2014,4,7,405,Gangster,winter rye,0.01,4.26,894.5,0.402,30.96,0.31
soybean,2014,1,8,112,Zidua,winter rye,0.01,6.19,1299.8,0.43,37.1,0.37
soybean,2014,2,8,204,Zidua,winter rye,0.01,10.2,2141.8,0.477,41.29,0.41
soybean,2014,3,8,313,Zidua,winter rye,0.01,3.17,665.6,0.387,28.23,0.28
soybean,2014,4,8,410,Zidua,winter rye,0.01,2.69,564.9,0.351,24.18,0.24
soybean,2014,1,9,105,Firstrate,winter rye,0.01,4.53,951.2,0.289,18.04,0.18
soybean,2014,2,9,203,Firstrate,winter rye,0.01,10.9,2288.8,0.489,43.2,0.43
soybean,2014,3,9,310,Firstrate,winter rye,0.01,2.1,441,0.411,26.94,0.27
soybean,2014,4,9,404,Firstrate,winter rye,0.01,8.92,1873,0.39,30.13,0.3
soybean,2014,1,10,110,Dual ,winter rye,0.01,4.19,879.8,0.405,30.23,0.3
soybean,2014,2,10,205,Dual ,winter rye,0.01,9.5,1994.8,0.47,41.22,0.41
soybean,2014,3,10,314,Dual ,winter rye,0.01,4.47,938.6,0.403,25.53,0.26
soybean,2014,4,10,402,Dual ,winter rye,0.01,5.15,1081.4,0.413,30.97,0.31
soybean,2014,1,11,108,Warrant,winter rye,0.01,3.6,755.9,0.356,27.59,0.28
soybean,2014,2,11,202,Warrant,winter rye,0.01,1.1,231,0.446,44.31,0.44
soybean,2014,3,11,305,Warrant,winter rye,0.01,2.79,585.9,0.357,29.79,0.3
soybean,2014,4,11,412,Warrant,winter rye,0.01,1.73,363.3,0.346,19.86,0.2
soybean,2014,1,12,102,Flexstar,winter rye,0.01,3.64,764.3,0.311,20.36,0.2
soybean,2014,2,12,209,Flexstar,winter rye,0.01,8.2,1721.9,0.486,41.82,0.42
soybean,2014,3,12,307,Flexstar,winter rye,0.01,3.69,774.8,0.37,25.23,0.25
soybean,2014,4,12,403,Flexstar,winter rye,0.01,3.5,734.9,0.422,32.63,0.33
soybean,2014,1,13,109,Pursuit,winter rye,0.01,4.79,1005.8,0.357,31.25,0.31
soybean,2014,2,13,210,Pursuit,winter rye,0.01,4.67,980.6,0.459,37.34,0.37
soybean,2014,3,13,303,Pursuit,winter rye,0.01,2.268,476.2,0.419,31.51,0.32
soybean,2014,4,13,406,Pursuit,winter rye,0.01,2.67,560.7,0.38,30.31,0.3
soybean,2014,1,14,106,Extreme,winter rye,50,2.3,483,0.304,19.41,0.19
soybean,2014,2,14,213,Extreme,winter rye,0.01,9.6,2015.8,0.482,38.47,0.38
soybean,2014,3,14,306,Extreme,winter rye,0.01,1.95,409.5,0.38,29.4,0.29
soybean,2014,4,14,407,Extreme,winter rye,0.01,7.84,1646.3,0.334,24.22,0.24
soybean,2014,1,15,114,Cobra,winter rye,0.01,5.13,1077.2,0.466,39.12,0.39
soybean,2014,2,15,206,Cobra,winter rye,0.01,14.4,3023.7,0.511,45.32,0.45
soybean,2014,3,15,312,Cobra,winter rye,0.01,7.75,1627.4,0.36,25.8,0.26
soybean,2014,4,15,401,Cobra,winter rye,0.01,2.11,443.1,0.4,31.52,0.32
corn,2013,1,1,106,Nontreated,winter rye,0.0001,3.55,745.4,0.525,53.93,0.54
corn,2013,2,1,210,Nontreated,winter rye,0.0001,2.52,529.2,0.53,41.93,0.42
corn,2013,3,1,311,Nontreated,winter rye,0.0001,2.39,501.9,0.517,41.6,0.42
corn,2013,4,1,407,Nontreated,winter rye,0.0001,3.2,671.9,0.541,41.21,0.41
corn,2013,1,2,101,Princep 4FL,winter rye,0.01,3.33,699.2,0.517,51.69,0.52
corn,2013,2,2,207,Princep 4FL,winter rye,0.01,2.23,468.3,0.482,35.71,0.36
corn,2013,3,2,305,Princep 4FL,winter rye,0.01,2.56,537.6,0.59,55.1,0.55
corn,2013,4,2,414,Princep 4FL,winter rye,5,2.3,483,0.464,35.63,0.36
corn,2013,1,3,111,Callisto,winter rye,0.01,2.11,443.1,0.478,34.1,0.34
corn,2013,2,3,209,Callisto,winter rye,0.01,4.41,926,0.576,56.73,0.57
corn,2013,3,3,315,Callisto,winter rye,0.01,3,629.9,0.513,40.32,0.4
corn,2013,4,3,408,Callisto,winter rye,0.01,2.62,550.2,0.574,47.88,0.48
corn,2013,1,4,114,Laudis,winter rye,0.01,1.89,396.9,0.526,44.65,0.45
corn,2013,2,4,205,Laudis,winter rye,0.01,2.53,531.3,0.511,40.98,0.41
corn,2013,3,4,314,Laudis,winter rye,0.01,2.59,543.9,0.45,37.73,0.38
corn,2013,4,4,401,Laudis,winter rye,0.01,3.33,699.2,0.549,41.28,0.41
corn,2013,1,5,115,Impact,winter rye,0.01,3.16,663.5,0.532,54.98,0.55
corn,2013,2,5,203,Impact,winter rye,0.01,2.51,527.1,0.573,49.62,0.5
corn,2013,3,5,312,Impact,winter rye,0.01,2.62,550.2,0.527,40.63,0.41
corn,2013,4,5,413,Impact,winter rye,0.01,2.74,575.4,0.444,38.75,0.39
corn,2013,1,6,105,Stinger,winter rye,0.01,4.42,928.1,0.527,45.33,0.45
corn,2013,2,6,213,Stinger,winter rye,0.01,4.4,923.9,0.62,57.77,0.58
corn,2013,3,6,307,Stinger,winter rye,0.01,3.81,800,0.589,62.82,0.63
corn,2013,4,6,412,Stinger,winter rye,0.01,4.05,850.4,0.441,47.67,0.48
corn,2013,1,7,104,Python,winter rye,0.01,2.82,592.1,0.499,44.2,0.44
corn,2013,2,7,206,Python,winter rye,0.01,2.55,535.5,0.476,40.12,0.4
corn,2013,3,7,310,Python,winter rye,0.01,2.17,455.7,0.526,40.43,0.4
corn,2013,4,7,403,Python,winter rye,0.01,3.08,646.7,0.543,40.49,0.4
corn,2013,1,8,108,Resolve,winter rye,0.01,3.33,699.2,0.526,55.08,0.55
corn,2013,2,8,202,Resolve,winter rye,0.01,2.48,520.8,0.574,51.25,0.51
corn,2013,3,8,308,Resolve,winter rye,0.01,2.89,606.8,0.51,45.06,0.45
corn,2013,4,8,402,Resolve,winter rye,0.01,3.53,741.2,0.505,46.43,0.46
corn,2013,1,9,107,Accent Q,winter rye,3,1.78,373.8,0.466,38.6,0.39
corn,2013,2,9,208,Accent Q,winter rye,0.01,2.78,583.8,0.563,53.63,0.54
corn,2013,3,9,313,Accent Q,winter rye,0.01,,0,0.553,39.3,0.39
corn,2013,4,9,415,Accent Q,winter rye,0.01,,0,0.481,34.93,0.35
corn,2013,1,10,110,SureStart,winter rye,0.01,3.51,737,0.529,44.54,0.45
corn,2013,2,10,212,SureStart,winter rye,0.01,2.99,627.8,0.647,64.44,0.64
corn,2013,3,10,309,SureStart,winter rye,0.01,3.31,695,0.602,56.61,0.57
corn,2013,4,10,410,SureStart,winter rye,0.01,2.18,457.8,0.481,40.51,0.41
corn,2013,1,11,109,Zemax + Halex GT,winter rye,0.01,4.09,858.8,0.6,48,0.48
corn,2013,2,11,201,Zemax + Halex GT,winter rye,5,2.45,514.5,0.558,45.81,0.46
corn,2013,3,11,306,Zemax + Halex GT,winter rye,20,2.64,554.4,0.552,47.43,0.47
corn,2013,4,11,409,Zemax + Halex GT,winter rye,5,2.79,585.9,0.495,47.44,0.47
corn,2013,1,12,103,Fierce,winter rye,0.01,3.36,705.5,0.502,49.18,0.49
corn,2013,2,12,214,Fierce,winter rye,0.01,2.94,617.3,0.567,46.07,0.46
corn,2013,3,12,301,Fierce,winter rye,15,3.73,783.2,0.532,45.65,0.46
corn,2013,4,12,406,Fierce,winter rye,0.01,2.69,564.9,0.454,40.71,0.41
corn,2013,1,13,112,Basis Blend,winter rye,0.01,5.57,1169.6,0.609,60.73,0.61
corn,2013,2,13,215,Basis Blend,winter rye,0.01,2.31,485.1,0.528,44.76,0.45
corn,2013,3,13,302,Basis Blend,winter rye,0.01,1.23,258.3,0.518,48.53,0.49
corn,2013,4,13,411,Basis Blend,winter rye,0.01,2.73,573.3,0.477,32.41,0.32
corn,2013,1,14,113,Verdict,winter rye,0.01,3.6,755.9,0.555,57.01,0.57
corn,2013,2,14,211,Verdict,winter rye,0.01,2.54,533.4,0.569,51,0.51
corn,2013,3,14,304,Verdict,winter rye,0.01,3.41,716,0.524,54.48,0.54
corn,2013,4,14,405,Verdict,winter rye,0.01,2.96,621.5,0.512,45.8,0.46
corn,2013,1,15,102,Sharpen,winter rye,0.01,2.44,512.4,0.469,48.05,0.48
corn,2013,2,15,204,Sharpen,winter rye,0.01,2.22,466.2,0.539,48.05,0.48
corn,2013,3,15,303,Sharpen,winter rye,0.01,4.32,907.1,0.565,51.78,0.52
corn,2013,4,15,404,Sharpen,winter rye,0.01,3.62,760.1,0.543,48.76,0.49
corn,2014,1,1,110,Nontreated,winter rye,0.0001,14.13,2967,0.349,22.21,0.22
corn,2014,2,1,208,Nontreated,winter rye,0.0001,3.22,676.1,0.436,25.87,0.26
corn,2014,3,1,304,Nontreated,winter rye,0.0001,8.82,1852,0.437,31.36,0.31
corn,2014,4,1,413,Nontreated,winter rye,0.0001,1.45,304.5,0.349,15.91,0.16
corn,2014,1,2,101,Princep 4FL,winter rye,0.01,3.16,663.5,0.458,35.73,0.36
corn,2014,2,2,213,Princep 4FL,winter rye,0.01,3.55,745.4,0.379,12.78,0.13
corn,2014,3,2,306,Princep 4FL,winter rye,0.01,4.45,934.4,0.499,33.48,0.33
corn,2014,4,2,401,Princep 4FL,winter rye,25,0.64,134.4,0.336,14.44,0.14
corn,2014,1,3,112,Callisto,winter rye,30,2.06,432.6,0.268,11.32,0.11
corn,2014,2,3,203,Callisto,winter rye,0.01,7.53,1581.2,0.555,32.31,0.32
corn,2014,3,3,315,Callisto,winter rye,15,1.31,275.1,0.344,15.13,0.15
corn,2014,4,3,406,Callisto,winter rye,0.01,2.7,567,0.368,23.6,0.24
corn,2014,1,4,107,Laudis,winter rye,0.01,4.08,856.7,0.337,26.75,0.27
corn,2014,2,4,205,Laudis,winter rye,0.01,4.2,881.9,0.461,28.92,0.29
corn,2014,3,4,312,Laudis,winter rye,0.01,4.15,871.4,0.4,18.4,0.18
corn,2014,4,4,404,Laudis,winter rye,0.01,1.06,222.6,0.344,17.37,0.17
corn,2014,1,5,106,Impact,winter rye,0.01,4.25,892.4,0.344,26.63,0.27
corn,2014,2,5,210,Impact,winter rye,0.01,4.94,1037.3,0.382,20.63,0.21
corn,2014,3,5,303,Impact,winter rye,0.01,8.13,1707.2,0.432,27.43,0.27
corn,2014,4,5,411,Impact,winter rye,0.01,0.9,189,0.302,16.78,0.17
corn,2014,1,6,105,Stinger,winter rye,0.01,4.5,944.9,0.408,28.38,0.28
corn,2014,2,6,201,Stinger,winter rye,40,2.72,571.2,0.501,27.07,0.27
corn,2014,3,6,313,Stinger,winter rye,15,6.14,1289.3,0.372,11.45,0.11
corn,2014,4,6,409,Stinger,winter rye,0.01,2.61,548.1,0.279,19.45,0.19
corn,2014,1,7,104,Python,winter rye,0.01,6.82,1432.1,0.481,39.29,0.39
corn,2014,2,7,211,Python,winter rye,0.01,3,629.9,0.392,21.34,0.21
corn,2014,3,7,305,Python,winter rye,0.01,5.21,1094,0.499,30.41,0.3
corn,2014,4,7,410,Python,winter rye,0.01,1.1,231,0.351,18.28,0.18
corn,2014,1,8,111,Resolve,winter rye,15,2.68,562.8,0.347,14.37,0.14
corn,2014,2,8,202,Resolve,winter rye,0.01,9.48,1990.6,0.571,32.81,0.33
corn,2014,3,8,308,Resolve,winter rye,0.01,7.15,1501.4,0.497,30.04,0.3
corn,2014,4,8,407,Resolve,winter rye,0.01,1.3,273,0.33,18.67,0.19
corn,2014,1,9,108,Accent Q,winter rye,0.01,2.95,619.4,0.385,21.27,0.21
corn,2014,2,9,207,Accent Q,winter rye,0.01,2.73,573.3,0.416,28.13,0.28
corn,2014,3,9,302,Accent Q,winter rye,25,3.3,692.9,0.386,22.85,0.23
corn,2014,4,9,415,Accent Q,winter rye,25,0.7,147,0.304,9.74,0.1
corn,2014,1,10,115,SureStart,winter rye,50,1.9,399,0.249,5.87,0.06
corn,2014,2,10,212,SureStart,winter rye,0.01,4.69,984.8,0.418,19.86,0.2
corn,2014,3,10,309,SureStart,winter rye,0.01,13.12,2755,0.472,31.9,0.32
corn,2014,4,10,412,SureStart,winter rye,0.01,1.44,302.4,0.362,15.66,0.16
corn,2014,1,11,113,Zemax + Halex GT,winter rye,25,4.75,997.4,0.298,11.87,0.12
corn,2014,2,11,204,Zemax + Halex GT,winter rye,0.01,4.52,949.1,0.559,43.27,0.43
corn,2014,3,11,301,Zemax + Halex GT,winter rye,30,3.37,707.6,0.378,19.99,0.2
corn,2014,4,11,408,Zemax + Halex GT,winter rye,0.01,1.6,336,0.328,19.4,0.19
corn,2014,1,12,103,Fierce,winter rye,0.01,6.81,1430,0.49,33.69,0.34
corn,2014,2,12,215,Fierce,winter rye,40,5.33,1119.2,0.3,11.23,0.11
corn,2014,3,12,314,Fierce,winter rye,20,17.2,3611.7,0.352,15.96,0.16
corn,2014,4,12,405,Fierce,winter rye,0.01,1.6,336,0.38,17.03,0.17
corn,2014,1,13,102,Basis Blend,winter rye,0.01,7.45,1564.4,0.451,35.17,0.35
corn,2014,2,13,214,Basis Blend,winter rye,0.01,11.55,2425.3,0.413,21.37,0.21
corn,2014,3,13,311,Basis Blend,winter rye,0.01,5.87,1232.6,0.465,27.47,0.27
corn,2014,4,13,414,Basis Blend,winter rye,0.01,1.3,273,0.379,19.14,0.19
corn,2014,1,14,109,Verdict,winter rye,0.01,7.99,1677.8,0.344,18.08,0.18
corn,2014,2,14,206,Verdict,winter rye,0.01,4.48,940.7,0.443,35.27,0.35
corn,2014,3,14,310,Verdict,winter rye,0.01,2.68,562.8,0.499,30.02,0.3
corn,2014,4,14,402,Verdict,winter rye,20,1.4,294,0.375,14.49,0.14
corn,2014,1,15,114,Sharpen,winter rye,25,4.45,934.4,0.256,8.6,0.09
corn,2014,2,15,209,Sharpen,winter rye,0.01,7.3,1532.9,0.384,22.74,0.23
corn,2014,3,15,307,Sharpen,winter rye,0.01,9.91,2080.9,0.449,31.6,0.32
corn,2014,4,15,403,Sharpen,winter rye,30,1.18,247.8,0.33,17.78,0.18
soybean,2013,1,1,104,Nontreated,crimson,0.0001,2.11,443.1,0.433,36.84,0.37
soybean,2013,2,1,206,Nontreated,crimson,0.0001,1.33,279.3,0.478,39.64,0.4
soybean,2013,3,1,301,Nontreated,crimson,0.0001,1.63,342.3,0.459,37.42,0.37
soybean,2013,4,1,402,Nontreated,crimson,0.0001,2.86,600.5,0.368,37.93,0.38
soybean,2013,1,2,113,Spartan,crimson,0.01,1.66,348.6,0.476,44.36,0.44
soybean,2013,2,2,214,Spartan,crimson,0.01,1.5,315,0.406,35.86,0.36
soybean,2013,3,2,304,Spartan,crimson,0.01,1.8,378,0.395,36.28,0.36
soybean,2013,4,2,407,Spartan,crimson,0.01,1.62,340.2,0.363,32.37,0.32
soybean,2013,1,3,115,Valor,crimson,0.01,,0,0.315,17.78,0.18
soybean,2013,2,3,209,Valor,crimson,0.01,1.53,321.3,0.447,32.11,0.32
soybean,2013,3,3,306,Valor,crimson,0.01,1.72,361.2,0.436,39.03,0.39
soybean,2013,4,3,411,Valor,crimson,0.01,0.92,193.2,0.377,32.7,0.33
soybean,2013,1,4,109,Sencor,crimson,0.01,0.31,65.1,0.496,42.03,0.42
soybean,2013,2,4,202,Sencor,crimson,0.01,1.12,235.2,0.467,43.76,0.44
soybean,2013,3,4,303,Sencor,crimson,0.01,1.82,382.2,0.378,38.66,0.39
soybean,2013,4,4,401,Sencor,crimson,0.01,4.49,942.8,0.397,38.03,0.38
soybean,2013,1,5,102,Classic,crimson,0.01,1.88,394.8,0.485,42.03,0.42
soybean,2013,2,5,207,Classic,crimson,0.01,1.84,386.4,0.464,40.47,0.4
soybean,2013,3,5,314,Classic,crimson,0.01,1.97,413.7,0.424,38.95,0.39
soybean,2013,4,5,404,Classic,crimson,0.01,1.64,344.4,0.368,33.57,0.34
soybean,2013,1,6,106,AuthorityMTZ,crimson,0.01,1.07,224.7,0.494,35.04,0.35
soybean,2013,2,6,201,AuthorityMTZ,crimson,0.01,1.36,285.6,0.454,39.81,0.4
soybean,2013,3,6,307,AuthorityMTZ,crimson,0.01,1.01,212.1,0.464,37.28,0.37
soybean,2013,4,6,403,AuthorityMTZ,crimson,5,1.21,254.1,0.358,33.64,0.34
soybean,2013,1,7,111,Gangster,crimson,0.01,1.62,340.2,0.47,42.77,0.43
soybean,2013,2,7,210,Gangster,crimson,5,1.59,333.9,0.41,28.84,0.29
soybean,2013,3,7,313,Gangster,crimson,0.01,1.53,321.3,0.419,36.42,0.36
soybean,2013,4,7,408,Gangster,crimson,0.01,1.19,249.9,0.373,31.33,0.31
soybean,2013,1,8,108,Zidua,crimson,0.01,3.56,747.5,0.476,41.96,0.42
soybean,2013,2,8,203,Zidua,crimson,0.01,1.81,380.1,0.432,38.39,0.38
soybean,2013,3,8,315,Zidua,crimson,0.01,1.81,380.1,0.497,48.52,0.49
soybean,2013,4,8,406,Zidua,crimson,10,2.25,472.5,0.416,36.68,0.37
soybean,2013,1,9,114,Firstrate,crimson,0.01,1.21,254.1,0.436,43.2,0.43
soybean,2013,2,9,205,Firstrate,crimson,0.01,1.77,371.7,0.434,35.49,0.35
soybean,2013,3,9,308,Firstrate,crimson,5,1.2,252,0.426,34.35,0.34
soybean,2013,4,9,409,Firstrate,crimson,0.01,0.92,193.2,0.401,35.25,0.35
soybean,2013,1,10,110,Dual ,crimson,0.01,0.07,14.7,0.449,37.66,0.38
soybean,2013,2,10,204,Dual ,crimson,0.01,,0,0.486,41.55,0.42
soybean,2013,3,10,311,Dual ,crimson,3,1.32,277.2,0.48,38.16,0.38
soybean,2013,4,10,410,Dual ,crimson,15,1.23,258.3,0.449,37.03,0.37
soybean,2013,1,11,107,Warrant,crimson,0.01,0.73,153.3,0.534,44.1,0.44
soybean,2013,2,11,212,Warrant,crimson,0.01,0.86,180.6,0.452,35.77,0.36
soybean,2013,3,11,310,Warrant,crimson,0.01,1.16,243.6,0.411,33.73,0.34
soybean,2013,4,11,405,Warrant,crimson,15,1.57,329.7,0.362,27.61,0.28
soybean,2013,1,12,112,Flexstar,crimson,0.01,1.81,380.1,0.418,38.51,0.39
soybean,2013,2,12,208,Flexstar,crimson,0.01,0.99,207.9,0.496,40.44,0.4
soybean,2013,3,12,305,Flexstar,crimson,5,1.33,279.3,0.411,31.98,0.32
soybean,2013,4,12,414,Flexstar,crimson,10,4.96,1041.5,0.481,33.6,0.34
soybean,2013,1,13,105,Pursuit,crimson,0.01,1.22,256.2,0.424,30.01,0.3
soybean,2013,2,13,215,Pursuit,crimson,0.01,1.04,218.4,0.405,32.44,0.32
soybean,2013,3,13,312,Pursuit,crimson,5,0.88,184.8,0.46,28.07,0.28
soybean,2013,4,13,415,Pursuit,crimson,0.01,3.5,734.9,0.523,50.46,0.5
soybean,2013,1,14,103,Extreme,crimson,0.01,1.62,340.2,0.422,39.12,0.39
soybean,2013,2,14,213,Extreme,crimson,15,1.08,226.8,0.418,36.9,0.37
soybean,2013,3,14,302,Extreme,crimson,10,1.42,298.2,0.45,34.94,0.35
soybean,2013,4,14,413,Extreme,crimson,0.01,3.4,713.9,0.489,43.16,0.43
soybean,2013,1,15,101,Cobra,crimson,0.01,0.9,189,0.471,35.97,0.36
soybean,2013,2,15,211,Cobra,crimson,0.01,1.26,264.6,0.45,38.91,0.39
soybean,2013,3,15,309,Cobra,crimson,0.01,1.97,413.7,0.466,39.1,0.39
soybean,2013,4,15,412,Cobra,crimson,15,1.12,235.2,0.439,35.27,0.35
soybean,2014,1,1,113,Nontreated,crimson,0.0001,0.45,94.5,0.194,4.93,0.05
soybean,2014,2,1,201,Nontreated,crimson,0.0001,0.82,172.2,0.174,5.15,0.05
soybean,2014,3,1,308,Nontreated,crimson,0.0001,0.43,90.3,0.147,2.36,0.02
soybean,2014,4,1,414,Nontreated,crimson,0.0001,0.03,6.3,0.137,2.43,0.02
soybean,2014,1,2,104,Spartan,crimson,30,0.37,77.7,0.153,3.19,0.03
soybean,2014,2,2,215,Spartan,crimson,0.01,0.11,23.1,0.161,3.05,0.03
soybean,2014,3,2,309,Spartan,crimson,0.01,0.18,37.8,0.15,2.25,0.02
soybean,2014,4,2,411,Spartan,crimson,20,0.31,65.1,0.141,3.08,0.03
soybean,2014,1,3,101,Valor,crimson,0.01,0.78,163.8,0.148,4.22,0.04
soybean,2014,2,3,211,Valor,crimson,0.01,0.31,65.1,0.163,2.48,0.02
soybean,2014,3,3,301,Valor,crimson,0.01,0.49,102.9,0.149,3.95,0.04
soybean,2014,4,3,408,Valor,crimson,0.01,0.33,69.3,0.154,2.57,0.03
soybean,2014,1,4,103,Sencor,crimson,0.01,0.55,115.5,0.159,3.75,0.04
soybean,2014,2,4,212,Sencor,crimson,0.01,0.88,184.8,0.168,3.5,0.04
soybean,2014,3,4,315,Sencor,crimson,0.01,1.65,346.5,0.139,2.33,0.02
soybean,2014,4,4,413,Sencor,crimson,0.01,0.17,35.7,0.151,3.58,0.04
soybean,2014,1,5,115,Classic,crimson,0.01,0.44,92.4,0.183,5.22,0.05
soybean,2014,2,5,214,Classic,crimson,25,0.12,25.2,0.165,3.1,0.03
soybean,2014,3,5,311,Classic,crimson,20,0.11,23.1,0.149,2.31,0.02
soybean,2014,4,5,409,Classic,crimson,0.01,0.07,14.7,0.157,2.47,0.02
soybean,2014,1,6,107,AuthorityMTZ,crimson,0.01,0.21,44.1,0.16,3.94,0.04
soybean,2014,2,6,208,AuthorityMTZ,crimson,0.01,1.1,231,0.148,3.39,0.03
soybean,2014,3,6,304,AuthorityMTZ,crimson,0.01,0.09,18.9,0.153,2.3,0.02
soybean,2014,4,6,415,AuthorityMTZ,crimson,0.01,0.1,21,0.138,2.19,0.02
soybean,2014,1,7,111,Gangster,crimson,0.01,0.27,56.7,0.157,4.1,0.04
soybean,2014,2,7,207,Gangster,crimson,0.01,0.29,60.9,0.152,3.39,0.03
soybean,2014,3,7,302,Gangster,crimson,0.01,0.28,58.8,0.146,3.34,0.03
soybean,2014,4,7,405,Gangster,crimson,0.01,0.14,29.4,0.144,3.11,0.03
soybean,2014,1,8,112,Zidua,crimson,20,0.31,65.1,0.173,3.29,0.03
soybean,2014,2,8,204,Zidua,crimson,0.01,0.7,147,0.153,3.82,0.04
soybean,2014,3,8,313,Zidua,crimson,0.01,0.07,14.7,0.148,2.64,0.03
soybean,2014,4,8,410,Zidua,crimson,0.01,0.1,21,0.145,2.39,0.02
soybean,2014,1,9,105,Firstrate,crimson,0.01,0.98,205.8,0.161,3.69,0.04
soybean,2014,2,9,203,Firstrate,crimson,0.01,0.5,105,0.146,3.83,0.04
soybean,2014,3,9,310,Firstrate,crimson,0.01,0.22,46.2,0.147,2.41,0.02
soybean,2014,4,9,404,Firstrate,crimson,0.01,0.04,8.4,0.158,2.78,0.03
soybean,2014,1,10,110,Dual ,crimson,0.01,0.22,46.2,0.177,4.23,0.04
soybean,2014,2,10,205,Dual ,crimson,0.01,0.9,189,0.149,3.19,0.03
soybean,2014,3,10,314,Dual ,crimson,12,0.12,25.2,0.147,2.25,0.02
soybean,2014,4,10,402,Dual ,crimson,12,0.01,2.1,0.152,1.77,0.02
soybean,2014,1,11,108,Warrant,crimson,0.01,1.42,298.2,0.166,3.73,0.04
soybean,2014,2,11,202,Warrant,crimson,0.01,1.31,275.1,0.156,3.26,0.03
soybean,2014,3,11,305,Warrant,crimson,0.01,0.36,75.6,0.155,3.24,0.03
soybean,2014,4,11,412,Warrant,crimson,0.01,0.41,86.1,0.145,2.79,0.03
soybean,2014,1,12,102,Flexstar,crimson,0.01,0.78,163.8,0.156,4.96,0.05
soybean,2014,2,12,209,Flexstar,crimson,0.01,0.38,79.8,0.164,2.59,0.03
soybean,2014,3,12,307,Flexstar,crimson,0.01,0.23,48.3,0.151,2.22,0.02
soybean,2014,4,12,403,Flexstar,crimson,15,0.15,31.5,0.147,2.81,0.03
soybean,2014,1,13,109,Pursuit,crimson,0.01,0.31,65.1,0.171,2.84,0.03
soybean,2014,2,13,210,Pursuit,crimson,0.01,0.45,94.5,0.161,2.56,0.03
soybean,2014,3,13,303,Pursuit,crimson,0.01,0.08,16.8,0.159,3.28,0.03
soybean,2014,4,13,406,Pursuit,crimson,0.01,0.67,140.7,0.15,3.51,0.04
soybean,2014,1,14,106,Extreme,crimson,15,0.7,147,0.151,3.47,0.03
soybean,2014,2,14,213,Extreme,crimson,0.01,0.24,50.4,0.181,3.47,0.03
soybean,2014,3,14,306,Extreme,crimson,0.01,0.27,56.7,0.16,2.36,0.02
soybean,2014,4,14,407,Extreme,crimson,0.01,0.16,33.6,0.141,2.37,0.02
soybean,2014,1,15,114,Cobra,crimson,0.01,0.64,134.4,0.203,4.85,0.05
soybean,2014,2,15,206,Cobra,crimson,0.01,0.6,126,0.143,2.95,0.03
soybean,2014,3,15,312,Cobra,crimson,0.01,0.32,67.2,0.157,2.85,0.03
soybean,2014,4,15,401,Cobra,crimson,12,0.12,25.2,0.151,2.64,0.03
corn,2013,1,1,106,Nontreated,crimson,0.0001,1.87,392.7,0.389,35.01,0.35
corn,2013,2,1,210,Nontreated,crimson,0.0001,0.65,136.5,0.411,38.12,0.38
corn,2013,3,1,311,Nontreated,crimson,0.0001,2,420,0.535,42.61,0.43
corn,2013,4,1,407,Nontreated,crimson,0.0001,1.74,365.4,0.423,37.64,0.38
corn,2013,1,2,101,Princep 4FL,crimson,10,1.05,220.5,0.366,29.95,0.3
corn,2013,2,2,207,Princep 4FL,crimson,0.01,1.36,285.6,0.41,37.56,0.38
corn,2013,3,2,305,Princep 4FL,crimson,0.01,1.58,331.8,0.411,32.85,0.33
corn,2013,4,2,414,Princep 4FL,crimson,0.01,3,629.9,0.37,30.57,0.31
corn,2013,1,3,111,Callisto,crimson,10,0.9,189,0.436,31.57,0.32
corn,2013,2,3,209,Callisto,crimson,0.01,1.09,228.9,0.399,34.8,0.35
corn,2013,3,3,315,Callisto,crimson,0.01,1.95,409.5,0.447,41.65,0.42
